Rank,Company,Country,Sales,Profits,Assets,Market Value,ISO-ALPHA-3,ISO-ALPHA-2,IOC,FIFA,Latitude,Longitude,ISO-Name,Historical,WikiData_ID,WikiData_Latitude,WikiData_Longitude,WikiData_Label,WikiData_Description
532,Thales,France,18.46,1.18,36.73,31.05,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
533,Wuliangye Yibin,China,9.66,4.14,23.34,97.56,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
534,Eversource Energy,United States,12.61,1.45,54.1,27.0,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
535,Walgreens Boots Alliance,United States,133.29,-3.15,100.48,27.76,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
536,American Airlines Group,United States,52.26,1.77,66.79,9.05,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
537,Kuehne & Nagel International,Switzerland,37.67,2.43,15.42,36.03,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
538,Wesfarmers,Australia,28.76,1.75,18.72,39.4,AUS,AU,AUS,AUS,-25.274398,133.775136,1,0,Q408,-28.0,137.0,Australia,country in Oceania
539,Anhui Conch Cement,China,19.53,2.38,35.46,16.44,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
540,Indian Oil,India,103.42,0.7818999999999999,55.92,14.29,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
541,Cathay Financial,Taiwan,8.65,1.25,392.33,22.55,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
542,Central Japan Railway,Japan,10.33,1.62,71.49,24.76,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
543,NXP Semiconductors,Netherlands,13.19,2.75,23.73,43.33,NLD,NL,NED,NED,52.132633,5.291266,1,0,Q55,52.32,5.55,Netherlands,"country in western Europe, continental part of Kingdom of the Netherlands"
543,Republic Services,United States,14.12,1.52,29.08,46.13,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
545,Fujitsu,Japan,27.4,1.59,24.54,25.69,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
546,Saudi Arabian Mining,Saudi Arabia,10.73,2.48,29.69,44.63,SAU,SA,KSA,KSA,23.885942,45.079162,1,0,Q851,23.72,44.12,Saudi Arabia,sovereign state in western Asia
547,CTBC Financial,Taiwan,13.96,1.05,251.19,14.73,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
548,Halliburton,United States,21.69,1.96,23.62,26.96,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
548,Hewlett Packard Enterprise,United States,28.97,0.856,55.59,18.29,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
550,VMware,United States,13.35,1.31,31.24,53.18,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
551,Fujifilm Holdings,Japan,20.98,1.58,31.44,21.28,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
552,Nintendo,Japan,12.7,3.47,21.11,49.13,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
553,Citizens Financial Group,United States,10.35,2.16,222.26,12.8,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
554,Kimberly-Clark,United States,20.27,1.98,18.18,48.98,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
555,Infosys,India,18.26,3.0,15.31,63.86,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
556,Tokyo Electron,Japan,16.84,3.65,15.86,54.6,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
557,Teck Resources,Canada,13.14,2.19,39.72,22.33,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
558,Sumitomo Mitsui Trust,Japan,11.75,1.31,516.55,13.37,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
559,Warner Bros. Discovery,United States,41.36,-8.9,130.58,31.32,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
560,MediaTek,Taiwan,16.5,3.35,19.8,35.07,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
561,Illinois Tool Works,United States,16.01,3.09,15.92,69.99,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
562,Woori Financial Group,South Korea,20.47,2.42,379.97,6.41,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
563,JBS,Brazil,72.58,2.99,39.42,8.16,BRA,BR,BRA,BRA,-14.235004,-51.92528,1,0,Q155,-14.0,-53.0,Brazil,country in South America
564,DTE Energy,United States,18.24,1.13,42.52,23.36,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
565,Metallurgical Corp of China,China,89.92,1.6,92.58,6.39,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
566,Samsung Life Insurance,South Korea,23.15,1.23,249.47,9.07,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
567,Nippon Yusen,Japan,20.19,9.41,28.46,11.69,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
568,Advanced Micro Devices,United States,23.07,0.395,67.63,144.68,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
569,Huntington Bank,United States,8.72,2.38,189.07,14.22,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
570,Arch Capital Group,Bermuda,10.71,2.0,42.38,27.86,BMU,BM,BER,BER,32.321384,-64.75737,1,0,Q23635,32.33,-64.75,Bermuda,British overseas territory in the North Atlantic Ocean
571,TE Connectivity,Switzerland,16.46,2.13,21.49,38.74,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
572,Bunge,United States,66.67,1.55,27.11,13.64,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
573,China Zheshang Bank,China,17.44,2.06,399.74,7.86,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
574,Allstate,United States,52.86,-2.29,90.1,30.42,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
575,Luxshare Precision Industry,China,32.36,1.37,21.31,26.7,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
576,Jackson Financial,United States,14.46,5.7,284.87,2.91,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
577,Albertsons,United States,77.65,1.51,28.75,11.94,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
577,HeidelbergCement,Germany,22.17,1.68,36.38,14.33,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
579,Edp-energias De Portugal,Portugal,21.89,0.7132000000000001,62.77,22.31,PRT,PT,POR,POR,39.399872,-8.224454,1,0,Q45,38.7,-9.18,Portugal,country in southwestern Europe
579,Entergy,United States,13.76,1.1,58.59,22.7,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
579,Evergreen Marine Corp. (Taiwan),Taiwan,21.04,11.21,28.88,10.46,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
582,L3Harris Technologies,United States,17.43,0.924,35.51,35.57,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
583,Deutsche Boerse,Germany,5.74,1.61,299.63,35.54,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
584,Atlas Copco,Sweden,14.54,2.39,16.97,70.99,SWE,SE,SWE,SWE,60.128161,18.643501,1,0,Q34,61.0,15.0,Sweden,sovereign state in northern Europe
584,Regions Financial,United States,8.02,2.31,154.13,15.46,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
586,Bank of Baroda,India,12.81,1.49,176.29,11.59,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
587,TELUS,Canada,14.33,1.09,39.89,30.1,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
588,Boston Scientific,United States,13.04,0.902,32.89,74.1,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
589,Cognizant,United States,19.41,2.31,18.15,32.12,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
590,Samsung SDI,South Korea,16.36,1.57,23.93,34.58,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
591,Coal India,India,16.89,3.73,23.99,17.88,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
591,Tata Steel,India,30.28,1.09,35.05,16.22,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
593,Asahi Group Holdings,Japan,19.09,1.15,36.61,19.79,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
594,China Tower Corp.,China,13.7,1.31,43.95,22.05,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
595,The Estée Lauder Companies,United States,15.8,1.09,22.71,72.71,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
595,Riyad Bank,Saudi Arabia,4.94,1.99,380.63,25.68,SAU,SA,KSA,KSA,23.885942,45.079162,1,0,Q851,23.72,44.12,Saudi Arabia,sovereign state in western Asia
597,MGM Resorts,United States,14.15,1.94,43.54,15.69,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
598,Biogen,United States,9.52,3.13,24.6,46.04,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
599,Neste,Finland,26.5,1.55,17.03,35.89,FIN,FI,FIN,FIN,61.92411,25.748151,1,0,Q33,65.0,27.0,Finland,country in northern Europe
600,East Japan Railway,Japan,17.75,0.7323,70.27,21.96,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
601,Telstra,Australia,15.43,1.22,28.63,33.7,AUS,AU,AUS,AUS,-25.274398,133.775136,1,0,Q408,-28.0,137.0,Australia,country in Oceania
602,Ferguson,United Kingdom,30.01,2.1,15.22,31.5,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
603,Kubota,Japan,20.37,1.19,35.86,18.32,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
604,Colgate-Palmolive,United States,18.34,1.6,16.17,66.86,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
605,Kuwait Finance House,Kuwait,6.33,1.42,120.11,35.3,KWT,KW,KUW,KUW,29.31166,47.481766,1,0,Q817,29.17,47.6,Kuwait,sovereign state in Western Asia
606,AutoZone,United States,16.89,2.42,15.54,49.52,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
606,Raiffeisen Bank International,Austria,14.67,3.9,229.22,5.04,AUT,AT,AUT,AUT,47.516231,14.550072,1,0,Q40,48.0,14.0,Austria,country in Europe
608,China Merchants Shekou Industrial Zone Holdings,China,25.13,0.5969,132.91,15.65,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
608,Sompo,Japan,33.79,0.5986,113.22,14.05,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
610,Grupo Bimbo,Mexico,20.74,2.36,18.73,24.62,MEX,MX,MEX,MEX,23.634501,-102.552784,1,0,Q96,23.0,-102.0,Mexico,sovereign state in North America
611,China National Nuclear Power,China,10.38,1.33,69.66,19.36,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
612,Hess,United States,12.46,2.15,21.94,41.85,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
613,CK Asset Holdings,Hong Kong,7.29,2.77,65.96,21.31,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
614,SingTel,Singapore,10.9,1.58,33.03,32.25,SGP,SG,SGP,SIN,1.352083,103.819836,1,0,Q334,1.3,103.8,Singapore,sovereign city-state in Southeast Asia
615,Deutsche Lufthansa,Germany,35.8,0.9442999999999999,48.79,12.1,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
616,Rogers Communications,Canada,11.8,1.36,41.47,24.76,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
617,Legal & General Group,United Kingdom,-109.99,2.82,609.05,17.08,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
618,Publicis Groupe,France,14.92,1.28,38.31,19.53,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
619,Swisscom,Switzerland,11.61,1.67,27.74,35.13,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
620,Mitsubishi Heavy Industries,Japan,31.57,0.9881,41.52,13.01,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
620,SK,South Korea,104.64,0.8503,153.82,6.73,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
620,Vertex Pharmaceuticals,United States,9.02,3.26,18.97,89.65,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
623,Sichuan Road & Bridge,China,21.47,1.8,30.35,13.55,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
624,Viatris,United States,16.17,2.08,50.02,11.13,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
625,Bank Of Hangzhou,China,9.65,1.8,246.82,11.07,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
626,Idemitsu Kosan,Japan,70.33,2.5,39.47,6.44,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
627,SSE,United Kingdom,13.64,1.31,31.85,25.43,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
628,Industrial Bank of Korea,South Korea,15.9,2.17,341.62,6.04,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
629,China Energy Engineering,China,55.52,1.15,101.63,4.17,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
630,WEC Energy Group,United States,9.58,1.35,42.8,30.29,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
631,Hanwha,South Korea,48.2,1.02,167.0,1.52,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
632,Trane Technologies,Ireland,16.3,1.8,17.9,40.32,IRL,IE,IRL,IRL,53.41291,-8.24389,1,0,Q27,53.0,-8.0,Republic of Ireland,sovereign state in northwestern Europe covering five-sixths of the island of Ireland
633,PPG ,United States,17.72,1.27,22.1,32.49,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
634,Volvo Car,Sweden,33.83,1.48,31.48,11.28,SWE,SE,SWE,SWE,60.128161,18.643501,1,0,Q34,61.0,15.0,Sweden,sovereign state in northern Europe
635,Weichai Power,China,27.3,0.8319,44.74,14.62,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
636,Meituan ,China,32.58,-1.04,35.17,108.17,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
637,CBRE Group,United States,30.91,1.13,21.03,23.17,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
638,Crown Castle International,United States,7.02,1.67,39.05,51.39,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
639,Diamondback Energy,United States,9.16,4.28,27.59,24.05,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
640,Activision Blizzard,United States,8.14,1.86,27.39,59.75,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
641,Xiamen C&D,China,123.66,0.8852000000000001,112.12,4.57,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
642,CGN Power,China,12.1,1.56,60.05,13.77,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
642,Sampo,Finland,9.45,1.5,42.46,25.58,FIN,FI,FIN,FIN,61.92411,25.748151,1,0,Q33,65.0,27.0,Finland,country in northern Europe
644,Inner Mongolia Yili ,China,18.21,1.39,21.43,27.51,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
645,Northern Trust,United States,8.71,1.27,151.11,15.21,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
646,Aeon,Japan,67.95,0.15940000000000001,90.6,17.43,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
647,Murata Manufacturing,Japan,12.45,1.87,21.59,36.44,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
648,Blackstone,United States,12.49,0.6166,41.09,98.8,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
649,Cardinal Health,United States,198.66,0.463,43.38,21.18,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
649,Loews,United States,14.43,1.05,76.56,13.36,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
651,Abu Dhabi Commercial Bank,United Arab Emirates,6.89,1.79,136.53,16.83,ARE,AE,UAE,UAE,23.424076,53.847818,1,0,Q878,24.4,54.3,United Arab Emirates,sovereign state in Southwest Asia
