Rank,Company,Country,Sales,Profits,Assets,Market Value,ISO-ALPHA-3,ISO-ALPHA-2,IOC,FIFA,Latitude,Longitude,ISO-Name,Historical,WikiData_ID,WikiData_Latitude,WikiData_Longitude,WikiData_Label,WikiData_Description
1,JPMorgan Chase,United States,179.93,41.8,3744.3,399.59,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
2,Saudi Arabian Oil Company (Saudi Aramco),Saudi Arabia,589.47,156.36,660.99,2055.22,SAU,SA,KSA,KSA,23.885942,45.079162,1,0,Q851,23.72,44.12,Saudi Arabia,sovereign state in western Asia
3,ICBC,China,216.77,52.47,6116.82,203.01,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
4,China Construction Bank,China,203.08,48.25,4977.48,172.99,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
5,Agricultural Bank of China,China,186.14,37.92,5356.86,141.82,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
6,Bank of America,United States,133.84,28.62,3194.66,220.82,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
7,Alphabet,United States,282.85,58.59,369.49,1340.53,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
8,ExxonMobil,United States,393.16,61.69,369.37,439.39,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
9,Microsoft,United States,207.59,69.02,380.09,2309.84,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
10,Apple,United States,385.1,94.32,332.16,2746.21,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
11,Shell,United Kingdom,365.89,43.51,429.15,205.45,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
12,Bank of China,China,158.23,33.23,4421.76,122.67,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
13,Toyota Motor,Japan,270.49,18.5,542.5,188.2,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
14,Samsung Electronics,South Korea,220.07,34.49,348.81,334.31,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
15,UnitedHealth Group,United States,335.94,20.7,283.68,460.19,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
16,Ping An Insurance Group,China,166.37,12.64,1598.49,138.56,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
17,Wells Fargo,United States,108.93,14.5,1886.4,142.36,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
18,Chevron,United States,232.12,35.78,255.89,303.54,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
18,PetroChina,China,457.4,22.18,384.58,122.91,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
20,HSBC Holdings,United Kingdom,73.98,22.19,2989.7,151.19,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
21,TotalEnergies,France,257.59,21.12,293.03,151.64,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
21,Verizon Communications,United States,136.19,21.59,377.72,159.04,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
23,Walmart,United States,611.29,11.68,243.2,409.12,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
24,Citigroup,United States,120.42,15.02,2455.11,90.03,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
25,China Mobile,Hong Kong,140.53,18.76,290.0,186.41,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
26,China Merchants Bank,China,72.44,20.56,1458.48,129.84,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
27,Postal Savings Bank Of China (PSBC),China,82.51,12.78,2023.57,110.18,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
28,BP,United Kingdom,248.11,25.89,278.66,108.3,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
29,Volkswagen Group,Germany,293.47,15.63,633.78,70.16,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
30,Morgan Stanley,United States,74.16,10.34,1199.9,141.76,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
31,Meta Platforms,United States,117.35,21.44,184.49,599.82,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
32,Sinopec,China,453.56,9.85,283.3,114.32,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
33,BNP Paribas,France,99.47,10.11,2845.69,78.59,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
33,Goldman Sachs Group,United States,79.45,10.56,1538.35,108.72,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
35,Tencent Holdings,China,82.41,27.26,227.01,415.36,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
36,Amazon,United States,524.9,4.29,464.38,1084.06,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
37,Allianz,Germany,134.26,7.08,1139.49,95.45,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
38,RBC,Canada,60.22,11.4,1448.66,135.15,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
39,Pfizer,United States,92.95,29.04,197.21,216.28,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
40,Johnson & Johnson,United States,96.31,12.72,195.97,422.76,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
41,Deutsche Telekom,Germany,120.72,8.41,342.62,117.18,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
42,Mercedes-Benz Group,Germany,158.78,15.55,286.0,78.49,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
43,TD Bank Group,Canada,56.72,11.68,1445.11,112.92,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
44,Taiwan Semiconductor,Taiwan,75.03,33.57,165.72,423.17,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
45,Reliance Industries,India,109.43,8.3,208.5,189.19,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
46,BMW Group,Germany,154.25,11.67,268.98,75.77,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
47,LVMH Moët Hennessy Louis Vuitton,France,83.22,14.8,143.7,482.45,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
48,AXA Group,France,110.92,6.83,701.25,70.07,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
49,Santander,Spain,87.74,10.09,1900.64,56.18,ESP,ES,ESP,ESP,40.463667,-3.74922,1,0,Q29,40.2,-3.5,Spain,country in southwestern Europe
50,Nestlé,Switzerland,98.87,9.71,146.11,337.66,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
51,Comcast,United States,120.11,5.66,259.43,170.46,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
52,Equinor,Norway,141.92,28.98,152.49,91.83,NOR,NO,NOR,NOR,60.472024,8.468946,1,0,Q20,65.0,11.0,Norway,country in northern Europe
53,Bank of Communications,China,78.29,12.9,1868.96,51.58,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
54,Alibaba Group,China,128.26,4.46,254.93,216.59,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
55,Procter & Gamble,United States,80.97,14.32,119.85,367.76,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
56,Nippon Telegraph & Tel,Japan,97.36,9.0,190.66,106.81,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
57,Sony,Japan,85.15,6.92,240.75,115.17,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
58,Petrobras,Brazil,124.17,36.47,184.99,63.03,BRA,BR,BRA,BRA,-14.235004,-51.92528,1,0,Q155,-14.0,-53.0,Brazil,country in South America
59,Glencore International,Switzerland,254.93,16.98,132.58,70.0,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
60,Industrial Bank ,China,59.08,12.97,1430.04,51.49,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
61,Stellantis,Netherlands,188.75,17.66,198.68,49.84,NLD,NL,NED,NED,52.132633,5.291266,1,0,Q55,52.32,5.55,Netherlands,"country in western Europe, continental part of Kingdom of the Netherlands"
62,China Life Insurance,China,124.43,4.87,754.95,55.83,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
63,American Express,United States,59.29,7.18,235.84,113.46,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
64,General Electric,United States,74.02,8.56,164.47,109.16,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
65,CVS Health,United States,331.17,3.97,239.33,90.61,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
66,China State Construction Engineering,China,303.78,7.7,394.94,41.38,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
67,The Home Depot,United States,157.4,17.11,76.44,293.95,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
68,Cigna,United States,182.8,6.75,142.69,77.45,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
69,Tesla,United States,86.03,11.79,86.83,539.0,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
70,General Motors,United States,160.74,9.39,267.0,46.23,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
71,CITIC,Hong Kong,98.48,9.64,1511.12,38.4,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
72,Anheuser-Busch InBev,Belgium,57.83,6.06,214.82,128.21,BEL,BE,BEL,BEL,50.503887,4.469936,1,0,Q31,50.64,4.67,Belgium,country in western Europe since 1830
73,Merck & Co.,United States,57.09,13.03,107.8,298.74,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
74,AbbVie,United States,56.74,7.54,134.54,261.92,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
75,Mitsubishi,Japan,161.02,9.49,171.08,53.5,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
76,Roche Holding,Switzerland,66.26,13.01,95.28,253.99,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
77,State Bank of India,India,56.54,5.99,695.2,62.88,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
78,Elevance Health,United States,160.67,6.21,109.04,110.11,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
79,Raytheon Technologies,United States,68.57,5.54,161.64,141.12,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
80,Oracle,United States,47.96,8.37,131.62,261.8,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
81,Eni,Italy,132.38,13.12,154.13,49.97,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
82,PepsiCo,United States,88.05,6.58,93.04,267.64,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
83,ConocoPhillips,United States,75.2,15.84,91.44,121.45,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
84,Bank of Montreal,Canada,37.56,8.29,858.63,62.48,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
85,CNOOC,Hong Kong,59.08,21.09,133.64,72.94,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
85,Sumitomo Mitsui Financial,Japan,41.54,6.45,2005.65,56.64,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
87,Walt Disney,United States,84.07,3.32,202.12,183.63,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
88,Bank of Nova Scotia,Canada,40.24,6.88,1030.04,59.34,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
89,Sanofi ,France,45.19,8.8,135.24,140.17,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
90,BHP Group,Australia,59.95,19.51,87.82,150.43,AUS,AU,AUS,AUS,-25.274398,133.775136,1,0,Q408,-28.0,137.0,Australia,country in Oceania
91,Mitsubishi UFJ Financial,Japan,60.22,3.07,2966.29,76.89,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
92,UBS,Switzerland,39.89,6.55,1053.13,58.28,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
93,Cisco Systems,United States,53.16,11.3,95.84,189.43,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
94,Novartis,Switzerland,50.95,7.0,112.24,208.15,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
95,United Parcel Service,United States,98.55,10.78,72.19,151.1,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
96,Coca-Cola,United States,43.31,9.87,97.4,276.86,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
97,Siemens,Germany,77.3,3.74,153.61,130.65,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
98,Itaú Unibanco Holding,Brazil,53.17,5.75,441.4,51.28,BRA,BR,BRA,BRA,-14.235004,-51.92528,1,0,Q155,-14.0,-53.0,Brazil,country in South America
99,Costco Wholesale,United States,234.39,6.05,66.85,221.32,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
100,Commonwealth Bank,Australia,25.33,6.96,835.78,109.21,AUS,AU,AUS,AUS,-25.274398,133.775136,1,0,Q408,-28.0,137.0,Australia,country in Oceania
101,Rio Tinto,United Kingdom,55.34,12.15,96.74,102.09,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
102,Iberdrola,Spain,59.55,4.89,165.07,81.39,ESP,ES,ESP,ESP,40.463667,-3.74922,1,0,Q29,40.2,-3.5,Spain,country in southwestern Europe
103,BBVA-Banco Bilbao Vizcaya,Spain,51.94,6.72,803.5,41.23,ESP,ES,ESP,ESP,40.463667,-3.74922,1,0,Q29,40.2,-3.5,Spain,country in southwestern Europe
104,Hyundai Motor,South Korea,114.55,7.02,203.07,38.94,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
104,Unilever,United Kingdom,63.11,8.05,83.05,140.02,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
106,Zurich Insurance Group,Switzerland,41.89,4.61,352.12,70.97,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
107,Deere & Company,United States,55.63,8.19,91.62,112.92,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
107,Mitsui,Japan,105.57,8.34,115.57,48.16,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
109,Honda Motor,Japan,124.68,5.38,182.97,44.94,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
110,British American Tobacco,United Kingdom,34.06,8.15,184.7,78.9,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
111,Bristol Myers Squibb,United States,45.85,7.31,94.28,143.15,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
112,Chubb,Switzerland,44.7,5.23,179.83,82.39,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
112,Intesa Sanpaolo,Italy,36.36,5.83,1037.75,48.86,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
114,Munich Re,Germany,79.52,3.61,324.75,51.22,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
115,Shanghai Pudong Development,China,56.25,7.63,1289.67,32.96,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
116,Hon Hai Precision ,Taiwan,222.29,4.75,134.5,47.5,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
117,Marathon Petroleum,United States,174.05,16.39,87.04,45.36,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
118,Thermo Fisher Scientific,United States,43.81,6.02,94.66,210.74,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
119,Caterpillar,United States,61.7,7.11,83.65,110.97,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
119,Charles Schwab,United States,23.86,7.38,535.6,88.21,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
121,Contemporary Amperex Technology,China,53.66,5.7,93.16,143.97,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
122,Visa,United States,30.98,15.48,86.75,477.38,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
123,American International Group,United States,51.42,6.05,463.77,39.49,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
124,Ford Motor,United States,165.06,2.89,256.8,47.79,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
125,Itochu,Japan,104.49,6.26,103.07,49.18,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
126,AstraZeneca,United Kingdom,43.85,4.73,96.69,233.12,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
127,AIRBUS,France,60.87,3.63,128.27,106.13,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
128,HDFC Bank,India,25.47,5.72,307.9,110.88,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
129,Credit Agricole,France,51.3,5.28,2313.39,34.4,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
129,VINCI,France,65.44,4.48,119.52,67.8,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
131,China Shenhua Energy,China,51.98,8.0,94.22,67.73,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
132,US Bancorp,United States,31.42,5.95,682.38,47.07,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
133,China Citic Bank,China,55.18,9.33,1278.63,27.13,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
134,Broadcom,United States,34.41,12.8,72.98,262.71,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
135,NextEra Energy,United States,24.27,6.68,165.36,152.79,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
136,Phillips 66,United States,167.87,12.39,77.26,42.88,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
137,Bayer ,Germany,53.33,4.36,139.69,63.47,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
138,Charter Communications,United States,54.48,4.87,144.87,53.56,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
139,Vale,Brazil,41.43,15.98,87.72,61.72,BRA,BR,BRA,BRA,-14.235004,-51.92528,1,0,Q155,-14.0,-53.0,Brazil,country in South America
140,NAB - National Australia Bank,Australia,26.27,4.99,702.09,56.1,AUS,AU,AUS,AUS,-25.274398,133.775136,1,0,Q408,-28.0,137.0,Australia,country in Oceania
141,Hitachi,Japan,80.29,4.79,93.93,53.76,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
142,Abbott Laboratories,United States,41.51,5.78,73.79,193.48,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
143,Japan Post Holdings,Japan,83.79,3.61,2228.09,28.96,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
144,ANZ,Australia,28.27,4.88,744.23,48.13,AUS,AU,AUS,AUS,-25.274398,133.775136,1,0,Q408,-28.0,137.0,Australia,country in Oceania
145,Danaher,United States,30.95,6.93,85.04,178.9,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
146,China Telecom,China,70.29,4.1,119.86,51.07,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
147,Lloyds Banking Group,United Kingdom,27.97,7.05,1095.15,37.83,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
148,Capital One,United States,41.33,5.84,471.66,33.54,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
149,PNC Financial Services,United States,26.18,6.28,561.78,46.37,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
150,Brookfield Corporation,Canada,94.47,2.0,441.28,48.84,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
150,PICC,China,93.38,3.48,216.23,37.15,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
152,Generali Group,Italy,91.78,3.06,552.89,31.51,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
152,Mizuho Financial,Japan,32.03,4.52,1908.3,37.5,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
154,Deutsche Post,Germany,96.47,5.12,73.18,55.25,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
155,Truist Financial,United States,28.0,6.36,574.35,38.21,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
156,China Pacific Insurance,China,68.07,4.16,300.52,31.02,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
157,Amgen,United States,25.93,7.92,88.72,126.38,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
158,KDDI,Japan,42.7,4.95,88.02,68.67,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
159,Lockheed Martin,United States,66.15,5.69,54.62,115.37,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
160,Accenture,Ireland,63.14,6.94,47.73,176.02,IRL,IE,IRL,IRL,53.41291,-8.24389,1,0,Q27,53.0,-8.0,Republic of Ireland,sovereign state in northwestern Europe covering five-sixths of the island of Ireland
161,Lowe's,United States,97.06,6.41,45.27,122.74,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
162,Linde,United Kingdom,33.35,4.49,80.31,179.61,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
163,ICICI Bank,India,23.17,4.24,238.31,79.15,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
164,Barclays,United Kingdom,30.93,6.5,1902.96,30.04,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
